Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD450,Mumbai,GHI University,3rd,Web Development,College Collaboration
LD451,Surat,GHI University,3rd,Data Science,Instagram
LD452,Mumbai,PQR College,2nd,AI,Google Form
LD453,Ahmedabad,DEF Academy,3rd,Web Development,College Collaboration
LD454,Mumbai,XYZ University,1st,Electric Vehicle,Whatsapp
LD455,Delhi,DEF Academy,4th,Electric Vehicle,Instagram
LD456,Pune,GHI University,1st,Web Development,Whatsapp
LD457,Surat,ABC Institute,3rd,Data Science,Instagram
LD458,Mumbai,XYZ University,1st,AI,College Collaboration
LD459,Ahmedabad,XYZ University,1st,Electric Vehicle,College Collaboration
LD460,Ahmedabad,XYZ University,1st,Robotics,Google Form
LD461,Chennai,PQR College,4th,AI,LinkedIn
LD462,Delhi,GHI University,2nd,AI,Google Form
LD463,Surat,PQR College,3rd,Web Development,Mass-Mailing
LD464,Ahmedabad,DEF Academy,1st,AI,College Collaboration
LD465,Chennai,PQR College,1st,Electric Vehicle,College Collaboration
LD466,Surat,GHI University,3rd,Electric Vehicle,Instagram
LD467,Chennai,XYZ University,2nd,Robotics,Mass-Mailing
LD468,Surat,PQR College,2nd,AI,Mass-Mailing
LD469,Chennai,DEF Academy,3rd,Web Development,Google Form
LD470,Chennai,DEF Academy,1st,Robotics,Google Form
LD471,Delhi,XYZ University,2nd,Electric Vehicle,College Collaboration
LD472,Delhi,DEF Academy,3rd,Data Science,Instagram
LD473,Pune,XYZ University,2nd,Robotics,Whatsapp
LD474,Mumbai,PQR College,1st,Robotics,LinkedIn
LD475,Chennai,GHI University,2nd,Data Science,Whatsapp
LD476,Kolkata,PQR College,2nd,Data Science,LinkedIn
LD477,Delhi,XYZ University,2nd,Electric Vehicle,Instagram
LD478,Chennai,XYZ University,3rd,Electric Vehicle,LinkedIn
LD479,Delhi,PQR College,1st,Data Science,Whatsapp
LD480,Ahmedabad,PQR College,1st,AI,Mass-Mailing
LD481,Kolkata,DEF Academy,2nd,Robotics,Mass-Mailing
LD482,Mumbai,PQR College,4th,Web Development,LinkedIn
LD483,Delhi,XYZ University,1st,Robotics,College Collaboration
LD484,Surat,PQR College,4th,Data Science,LinkedIn
LD485,Mumbai,GHI University,4th,Web Development,Google Form
LD486,Surat,XYZ University,2nd,Electric Vehicle,Instagram
LD487,Ahmedabad,ABC Institute,2nd,Web Development,College Collaboration
LD488,Kolkata,XYZ University,1st,Web Development,College Collaboration
LD489,Chennai,ABC Institute,3rd,Electric Vehicle,Google Form
LD490,Delhi,DEF Academy,2nd,AI,LinkedIn
LD491,Surat,ABC Institute,1st,Data Science,College Collaboration
LD492,Surat,DEF Academy,1st,Data Science,College Collaboration
LD493,Surat,DEF Academy,1st,Robotics,Instagram
LD494,Kolkata,ABC Institute,2nd,Robotics,Mass-Mailing
LD495,Kolkata,XYZ University,3rd,Electric Vehicle,LinkedIn
LD496,Chennai,GHI University,2nd,AI,Mass-Mailing
LD497,Pune,XYZ University,4th,Robotics,LinkedIn
LD498,Ahmedabad,GHI University,1st,AI,Whatsapp
LD499,Mumbai,ABC Institute,4th,Robotics,Instagram
LD500,Surat,DEF Academy,2nd,Data Science,Whatsapp
LD501,Ahmedabad,ABC Institute,1st,Robotics,LinkedIn
LD502,Mumbai,ABC Institute,3rd,Web Development,Google Form
LD503,Ahmedabad,GHI University,2nd,Web Development,Instagram
LD504,Chennai,XYZ University,1st,AI,Google Form
LD505,Ahmedabad,PQR College,2nd,Electric Vehicle,Instagram
LD506,Surat,GHI University,3rd,Electric Vehicle,Instagram
LD507,Pune,DEF Academy,4th,Data Science,Whatsapp
LD508,Surat,PQR College,1st,Data Science,College Collaboration
LD509,Ahmedabad,GHI University,3rd,Web Development,College Collaboration
LD510,Kolkata,GHI University,2nd,Electric Vehicle,Instagram
LD511,Ahmedabad,PQR College,4th,Web Development,College Collaboration
LD512,Delhi,ABC Institute,2nd,Robotics,LinkedIn
LD513,Kolkata,PQR College,4th,Web Development,Whatsapp
LD514,Kolkata,PQR College,2nd,Web Development,Instagram
LD515,Pune,GHI University,1st,AI,Whatsapp
LD516,Kolkata,ABC Institute,1st,Data Science,LinkedIn
LD517,Surat,ABC Institute,3rd,Robotics,LinkedIn
LD518,Ahmedabad,ABC Institute,1st,Web Development,College Collaboration
LD519,Delhi,GHI University,4th,Robotics,Whatsapp
LD520,Kolkata,GHI University,3rd,AI,Instagram
LD521,Mumbai,GHI University,3rd,Robotics,College Collaboration
LD522,Surat,DEF Academy,4th,Robotics,Instagram
LD523,Ahmedabad,ABC Institute,4th,Data Science,Instagram
LD524,Mumbai,PQR College,2nd,Data Science,Google Form
LD525,Ahmedabad,DEF Academy,3rd,Electric Vehicle,Google Form
LD526,Pune,PQR College,1st,Robotics,Whatsapp
LD527,Ahmedabad,DEF Academy,2nd,AI,College Collaboration
LD528,Mumbai,XYZ University,2nd,Data Science,Instagram
LD529,Pune,XYZ University,2nd,Robotics,Mass-Mailing
LD530,Ahmedabad,ABC Institute,3rd,Robotics,LinkedIn
LD531,Pune,PQR College,1st,Web Development,Instagram
LD532,Chennai,XYZ University,3rd,Data Science,College Collaboration
LD533,Chennai,GHI University,2nd,Electric Vehicle,College Collaboration
LD534,Kolkata,GHI University,4th,Web Development,Google Form
LD535,Delhi,ABC Institute,1st,Electric Vehicle,College Collaboration
LD536,Delhi,XYZ University,3rd,AI,LinkedIn
LD537,Mumbai,XYZ University,1st,Robotics,College Collaboration
LD538,Surat,DEF Academy,1st,Data Science,Mass-Mailing
LD539,Surat,GHI University,4th,Web Development,Instagram
LD540,Surat,XYZ University,4th,Electric Vehicle,Google Form
LD541,Chennai,GHI University,3rd,Electric Vehicle,College Collaboration
LD542,Pune,PQR College,3rd,AI,LinkedIn
LD543,Kolkata,DEF Academy,2nd,AI,College Collaboration
LD544,Mumbai,DEF Academy,4th,Electric Vehicle,Whatsapp
LD545,Delhi,DEF Academy,2nd,Robotics,Mass-Mailing
LD546,Pune,DEF Academy,1st,AI,Instagram
LD547,Surat,XYZ University,2nd,Data Science,Google Form
LD548,Ahmedabad,ABC Institute,2nd,Web Development,LinkedIn
LD549,Delhi,GHI University,1st,Robotics,Whatsapp
LD550,Kolkata,XYZ University,4th,Web Development,LinkedIn
LD551,Mumbai,XYZ University,2nd,Data Science,Whatsapp
LD552,Surat,GHI University,2nd,Electric Vehicle,Whatsapp
LD553,Ahmedabad,XYZ University,3rd,Data Science,Google Form
LD554,Kolkata,GHI University,3rd,Robotics,Whatsapp
LD555,Mumbai,XYZ University,2nd,Web Development,Google Form
LD556,Surat,XYZ University,3rd,AI,Instagram
LD557,Pune,XYZ University,2nd,Data Science,Google Form
LD558,Chennai,XYZ University,2nd,Web Development,Whatsapp
LD559,Ahmedabad,PQR College,3rd,AI,Mass-Mailing
LD560,Delhi,DEF Academy,2nd,AI,College Collaboration
LD561,Surat,DEF Academy,1st,Web Development,Instagram
LD562,Surat,PQR College,2nd,Electric Vehicle,LinkedIn
LD563,Kolkata,ABC Institute,4th,Robotics,Mass-Mailing
LD564,Pune,ABC Institute,3rd,Web Development,College Collaboration
LD565,Mumbai,DEF Academy,3rd,Electric Vehicle,Mass-Mailing
LD566,Kolkata,DEF Academy,4th,Electric Vehicle,LinkedIn
LD567,Ahmedabad,XYZ University,1st,AI,Google Form
LD568,Pune,XYZ University,1st,Electric Vehicle,College Collaboration
LD569,Kolkata,PQR College,3rd,Data Science,Whatsapp
LD570,Ahmedabad,XYZ University,1st,Web Development,LinkedIn
LD571,Surat,ABC Institute,1st,Web Development,Google Form
LD572,Mumbai,DEF Academy,2nd,Electric Vehicle,Google Form
LD573,Surat,DEF Academy,4th,Web Development,LinkedIn
LD574,Kolkata,XYZ University,4th,Robotics,Whatsapp
LD575,Kolkata,XYZ University,4th,Robotics,Google Form
LD576,Delhi,XYZ University,4th,AI,Google Form
LD577,Mumbai,DEF Academy,1st,Web Development,Instagram
LD578,Pune,XYZ University,3rd,AI,Whatsapp
LD579,Delhi,PQR College,1st,Web Development,Google Form
LD580,Surat,GHI University,2nd,AI,LinkedIn
LD581,Delhi,GHI University,1st,Data Science,Whatsapp
LD582,Ahmedabad,PQR College,4th,Data Science,Whatsapp
LD583,Mumbai,GHI University,2nd,Data Science,Whatsapp
LD584,Pune,ABC Institute,2nd,Data Science,Google Form
LD585,Surat,GHI University,4th,Robotics,Google Form
LD586,Pune,PQR College,3rd,Electric Vehicle,Google Form
LD587,Kolkata,DEF Academy,4th,Web Development,Whatsapp
LD588,Kolkata,GHI University,2nd,AI,Google Form
LD589,Kolkata,ABC Institute,1st,Web Development,Instagram
LD590,Chennai,ABC Institute,1st,Web Development,LinkedIn
LD591,Chennai,DEF Academy,4th,Electric Vehicle,Google Form
LD592,Delhi,XYZ University,4th,Data Science,Instagram
LD593,Delhi,PQR College,1st,Robotics,Google Form
LD594,Kolkata,GHI University,1st,AI,Whatsapp
LD595,Chennai,ABC Institute,3rd,Data Science,Whatsapp
LD596,Kolkata,XYZ University,4th,Robotics,College Collaboration
LD597,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Instagram
LD598,Surat,PQR College,3rd,Web Development,Whatsapp
LD599,Chennai,XYZ University,1st,AI,College Collaboration
LD600,Mumbai,DEF Academy,2nd,Electric Vehicle,Whatsapp
LD601,Ahmedabad,PQR College,3rd,Data Science,Google Form
LD602,Mumbai,DEF Academy,1st,AI,College Collaboration
LD603,Delhi,GHI University,3rd,Robotics,College Collaboration
LD604,Kolkata,GHI University,2nd,Web Development,Mass-Mailing
LD605,Chennai,DEF Academy,3rd,AI,College Collaboration
LD606,Kolkata,XYZ University,3rd,AI,Mass-Mailing
LD607,Mumbai,GHI University,1st,Web Development,Google Form
LD608,Ahmedabad,DEF Academy,2nd,Data Science,Google Form
LD609,Delhi,GHI University,3rd,Electric Vehicle,LinkedIn
LD610,Pune,GHI University,3rd,Web Development,College Collaboration
LD611,Mumbai,DEF Academy,1st,Web Development,Google Form
LD612,Ahmedabad,PQR College,4th,Data Science,LinkedIn
LD613,Ahmedabad,ABC Institute,3rd,Electric Vehicle,Instagram
LD614,Pune,ABC Institute,1st,Data Science,LinkedIn
LD615,Delhi,DEF Academy,3rd,AI,LinkedIn
LD616,Surat,GHI University,4th,Data Science,Mass-Mailing
LD617,Delhi,GHI University,2nd,Data Science,Google Form
LD618,Ahmedabad,XYZ University,3rd,Robotics,Mass-Mailing
LD619,Surat,DEF Academy,4th,Data Science,Google Form
LD620,Pune,PQR College,2nd,Web Development,Mass-Mailing
LD621,Delhi,XYZ University,2nd,AI,Instagram
LD622,Surat,GHI University,3rd,Web Development,Instagram
LD623,Pune,DEF Academy,2nd,Data Science,Instagram
LD624,Chennai,XYZ University,4th,Electric Vehicle,Google Form
LD625,Mumbai,ABC Institute,4th,Electric Vehicle,College Collaboration
LD626,Delhi,PQR College,2nd,AI,College Collaboration
LD627,Mumbai,GHI University,1st,Robotics,College Collaboration
LD628,Mumbai,XYZ University,3rd,Web Development,Mass-Mailing
LD629,Chennai,DEF Academy,1st,Robotics,Mass-Mailing
LD630,Delhi,ABC Institute,2nd,Electric Vehicle,Instagram
LD631,Chennai,XYZ University,1st,AI,Mass-Mailing
LD632,Delhi,XYZ University,4th,Electric Vehicle,Instagram
LD633,Mumbai,GHI University,2nd,Web Development,Instagram
LD634,Chennai,XYZ University,3rd,Web Development,Mass-Mailing
LD635,Kolkata,XYZ University,3rd,Data Science,College Collaboration
LD636,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD637,Kolkata,DEF Academy,4th,Electric Vehicle,Whatsapp
LD638,Surat,PQR College,1st,Web Development,Mass-Mailing
LD639,Pune,GHI University,1st,Electric Vehicle,Instagram
LD640,Pune,ABC Institute,2nd,Robotics,Google Form
LD641,Delhi,XYZ University,1st,Robotics,Whatsapp
LD642,Delhi,XYZ University,4th,Web Development,College Collaboration
LD643,Surat,GHI University,2nd,Web Development,College Collaboration
LD644,Delhi,ABC Institute,4th,Web Development,Mass-Mailing
LD645,Surat,XYZ University,1st,Data Science,Whatsapp
LD646,Pune,PQR College,3rd,Web Development,LinkedIn
LD647,Kolkata,GHI University,2nd,Robotics,LinkedIn
LD648,Ahmedabad,DEF Academy,4th,Web Development,College Collaboration
LD649,Delhi,ABC Institute,2nd,AI,College Collaboration
LD650,Delhi,PQR College,4th,Robotics,Instagram
LD651,Surat,ABC Institute,1st,Electric Vehicle,Mass-Mailing
LD652,Kolkata,DEF Academy,3rd,Electric Vehicle,LinkedIn
LD653,Pune,XYZ University,2nd,AI,Google Form
LD654,Delhi,GHI University,3rd,Electric Vehicle,LinkedIn
LD655,Ahmedabad,GHI University,2nd,Web Development,Whatsapp
LD656,Chennai,DEF Academy,4th,Electric Vehicle,College Collaboration
LD657,Ahmedabad,PQR College,1st,Web Development,LinkedIn
LD658,Chennai,DEF Academy,2nd,Robotics,Mass-Mailing
LD659,Delhi,GHI University,2nd,Electric Vehicle,Google Form
LD660,Delhi,PQR College,4th,Electric Vehicle,Google Form
LD661,Delhi,GHI University,2nd,Data Science,College Collaboration
LD662,Kolkata,DEF Academy,3rd,Electric Vehicle,LinkedIn
LD663,Ahmedabad,ABC Institute,1st,Web Development,Mass-Mailing
LD664,Mumbai,GHI University,3rd,AI,Instagram
LD665,Surat,DEF Academy,1st,Electric Vehicle,Google Form
LD666,Chennai,PQR College,1st,Data Science,College Collaboration
LD667,Mumbai,DEF Academy,4th,Web Development,Mass-Mailing
LD668,Delhi,PQR College,2nd,AI,Instagram
LD669,Kolkata,DEF Academy,2nd,Web Development,Instagram
LD670,Pune,ABC Institute,1st,Electric Vehicle,Instagram
LD671,Chennai,XYZ University,2nd,Web Development,Instagram
LD672,Pune,PQR College,3rd,Robotics,Instagram
LD673,Mumbai,ABC Institute,2nd,Data Science,College Collaboration
LD674,Surat,ABC Institute,2nd,Data Science,Mass-Mailing
LD675,Pune,PQR College,3rd,Robotics,Instagram
LD676,Delhi,DEF Academy,4th,Robotics,Instagram
LD677,Mumbai,XYZ University,3rd,Data Science,College Collaboration
LD678,Chennai,PQR College,1st,Data Science,Instagram
LD679,Pune,XYZ University,1st,Data Science,Whatsapp
LD680,Pune,PQR College,1st,Electric Vehicle,Instagram
LD681,Ahmedabad,XYZ University,2nd,Robotics,Instagram
LD682,Surat,DEF Academy,1st,Robotics,Whatsapp
LD683,Ahmedabad,XYZ University,4th,Robotics,LinkedIn
LD684,Kolkata,PQR College,4th,Robotics,LinkedIn
LD685,Delhi,XYZ University,2nd,AI,LinkedIn
LD686,Mumbai,XYZ University,2nd,Web Development,Google Form
LD687,Surat,PQR College,4th,Data Science,Whatsapp
LD688,Chennai,ABC Institute,4th,Robotics,Google Form
LD689,Delhi,GHI University,1st,Web Development,Mass-Mailing
LD690,Mumbai,XYZ University,1st,AI,Instagram
LD691,Surat,ABC Institute,4th,Web Development,Mass-Mailing
LD692,Surat,DEF Academy,3rd,Web Development,Google Form
LD693,Chennai,ABC Institute,2nd,Robotics,LinkedIn
LD694,Mumbai,DEF Academy,4th,Electric Vehicle,Instagram
LD695,Mumbai,ABC Institute,1st,Data Science,Google Form
LD696,Ahmedabad,ABC Institute,4th,Electric Vehicle,Whatsapp
LD697,Chennai,ABC Institute,2nd,Electric Vehicle,Whatsapp
LD698,Kolkata,ABC Institute,1st,Web Development,LinkedIn
LD699,Mumbai,PQR College,2nd,Data Science,Google Form
LD700,Kolkata,GHI University,3rd,Electric Vehicle,Whatsapp
LD701,Delhi,PQR College,1st,Electric Vehicle,Google Form
LD702,Ahmedabad,GHI University,1st,Web Development,Mass-Mailing
LD703,Kolkata,ABC Institute,3rd,Web Development,Mass-Mailing
LD704,Delhi,PQR College,3rd,Robotics,LinkedIn
LD705,Mumbai,GHI University,3rd,Electric Vehicle,College Collaboration
LD706,Chennai,ABC Institute,2nd,Data Science,College Collaboration
LD707,Pune,PQR College,1st,Robotics,Whatsapp
LD708,Delhi,XYZ University,4th,AI,Google Form
LD709,Pune,GHI University,4th,Robotics,LinkedIn
LD710,Delhi,DEF Academy,3rd,Robotics,Mass-Mailing
LD711,Mumbai,GHI University,1st,AI,LinkedIn
LD712,Delhi,XYZ University,1st,Electric Vehicle,Instagram
LD713,Mumbai,XYZ University,2nd,AI,Mass-Mailing
LD714,Mumbai,PQR College,1st,Data Science,Instagram
LD715,Chennai,PQR College,4th,Electric Vehicle,LinkedIn
LD716,Chennai,GHI University,4th,Web Development,Whatsapp
LD717,Surat,DEF Academy,1st,Web Development,LinkedIn
LD718,Mumbai,XYZ University,2nd,Robotics,College Collaboration
LD719,Pune,DEF Academy,3rd,Electric Vehicle,Instagram
LD720,Kolkata,XYZ University,1st,Electric Vehicle,Instagram
LD721,Surat,PQR College,2nd,AI,Instagram
LD722,Delhi,GHI University,3rd,Data Science,Whatsapp
LD723,Pune,DEF Academy,3rd,Web Development,Instagram
LD724,Pune,PQR College,3rd,Web Development,Whatsapp
LD725,Ahmedabad,GHI University,4th,Data Science,Mass-Mailing
LD726,Ahmedabad,PQR College,1st,Electric Vehicle,Google Form
LD727,Kolkata,PQR College,1st,AI,Mass-Mailing
LD728,Pune,GHI University,4th,Web Development,Mass-Mailing
LD729,Ahmedabad,ABC Institute,2nd,Web Development,Google Form
LD730,Chennai,PQR College,3rd,Data Science,Instagram
LD731,Chennai,DEF Academy,2nd,Data Science,Mass-Mailing
LD732,Ahmedabad,XYZ University,3rd,Electric Vehicle,Instagram
LD733,Delhi,ABC Institute,1st,Robotics,Instagram
LD734,Chennai,GHI University,3rd,AI,Whatsapp
LD735,Surat,PQR College,1st,Data Science,Mass-Mailing
LD736,Kolkata,ABC Institute,1st,Data Science,College Collaboration
LD737,Mumbai,PQR College,2nd,Web Development,Instagram
LD738,Chennai,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD739,Delhi,ABC Institute,1st,Web Development,College Collaboration
LD740,Surat,XYZ University,1st,Robotics,Whatsapp
LD741,Delhi,XYZ University,2nd,Robotics,Whatsapp
LD742,Kolkata,PQR College,2nd,Data Science,LinkedIn
LD743,Chennai,ABC Institute,3rd,Data Science,Instagram
LD744,Pune,DEF Academy,3rd,Robotics,Google Form
LD745,Chennai,DEF Academy,1st,Robotics,Google Form
LD746,Kolkata,PQR College,3rd,Data Science,Instagram
LD747,Kolkata,XYZ University,4th,AI,Whatsapp
LD748,Delhi,DEF Academy,1st,AI,Google Form
LD749,Kolkata,DEF Academy,4th,Data Science,LinkedIn
LD750,Kolkata,XYZ University,2nd,AI,Whatsapp
LD751,Surat,XYZ University,2nd,Electric Vehicle,LinkedIn
LD752,Pune,XYZ University,4th,Data Science,LinkedIn
LD753,Chennai,DEF Academy,3rd,Robotics,Mass-Mailing
LD754,Pune,DEF Academy,1st,Data Science,Google Form
LD755,Kolkata,XYZ University,2nd,Data Science,College Collaboration
LD756,Ahmedabad,XYZ University,3rd,AI,LinkedIn
LD757,Ahmedabad,XYZ University,1st,Robotics,College Collaboration
LD758,Pune,PQR College,2nd,Electric Vehicle,Mass-Mailing
LD759,Surat,DEF Academy,4th,Robotics,Google Form
LD760,Chennai,GHI University,3rd,Data Science,Instagram
LD761,Ahmedabad,XYZ University,4th,Electric Vehicle,College Collaboration
LD762,Mumbai,GHI University,2nd,Data Science,College Collaboration
LD763,Pune,GHI University,2nd,Web Development,College Collaboration
LD764,Surat,GHI University,1st,AI,College Collaboration
LD765,Surat,ABC Institute,3rd,Data Science,Whatsapp
LD766,Pune,DEF Academy,3rd,Data Science,College Collaboration
LD767,Pune,GHI University,2nd,Data Science,LinkedIn
LD768,Ahmedabad,GHI University,3rd,Web Development,Instagram
LD769,Kolkata,GHI University,1st,Electric Vehicle,Mass-Mailing
LD770,Ahmedabad,XYZ University,3rd,AI,College Collaboration
LD771,Surat,ABC Institute,2nd,Robotics,LinkedIn
LD772,Chennai,GHI University,4th,Electric Vehicle,Instagram
LD773,Surat,PQR College,4th,Electric Vehicle,Whatsapp
LD774,Delhi,ABC Institute,4th,Data Science,LinkedIn
LD775,Surat,ABC Institute,3rd,Robotics,LinkedIn
LD776,Kolkata,DEF Academy,1st,Robotics,Instagram
LD777,Ahmedabad,PQR College,4th,AI,Google Form
LD778,Pune,PQR College,4th,Data Science,Whatsapp
LD779,Delhi,ABC Institute,4th,AI,Instagram
LD780,Kolkata,ABC Institute,3rd,Robotics,LinkedIn
LD781,Kolkata,ABC Institute,4th,Data Science,Whatsapp
LD782,Delhi,GHI University,3rd,Robotics,Mass-Mailing
LD783,Surat,GHI University,4th,Electric Vehicle,College Collaboration
LD784,Surat,PQR College,1st,Electric Vehicle,Instagram
LD785,Surat,ABC Institute,4th,Web Development,Instagram
LD786,Mumbai,PQR College,2nd,Data Science,Whatsapp
LD787,Ahmedabad,GHI University,3rd,Electric Vehicle,Instagram
LD788,Mumbai,ABC Institute,4th,AI,Whatsapp
LD789,Kolkata,ABC Institute,2nd,Robotics,Mass-Mailing
LD790,Chennai,PQR College,4th,Web Development,LinkedIn
LD791,Pune,DEF Academy,3rd,Web Development,Instagram
LD792,Mumbai,GHI University,3rd,Web Development,LinkedIn
LD793,Surat,DEF Academy,1st,Robotics,College Collaboration
LD794,Surat,DEF Academy,4th,Data Science,Whatsapp
LD795,Surat,PQR College,2nd,AI,Mass-Mailing
LD796,Delhi,PQR College,1st,Robotics,Instagram
LD797,Pune,XYZ University,3rd,Electric Vehicle,Google Form
LD798,Chennai,ABC Institute,3rd,AI,Google Form
LD799,Mumbai,PQR College,3rd,Data Science,LinkedIn
LD800,Mumbai,XYZ University,3rd,Robotics,LinkedIn
LD801,Surat,PQR College,2nd,Electric Vehicle,College Collaboration
LD802,Delhi,PQR College,2nd,Electric Vehicle,Instagram
LD803,Pune,PQR College,2nd,Data Science,Google Form
LD804,Mumbai,ABC Institute,3rd,Data Science,College Collaboration
LD805,Delhi,GHI University,3rd,Electric Vehicle,Whatsapp
LD806,Ahmedabad,DEF Academy,4th,Web Development,Whatsapp
LD807,Ahmedabad,PQR College,2nd,Electric Vehicle,LinkedIn
LD808,Ahmedabad,GHI University,4th,Data Science,College Collaboration
LD809,Pune,XYZ University,2nd,Data Science,LinkedIn
LD810,Delhi,XYZ University,4th,Data Science,Whatsapp
LD811,Mumbai,ABC Institute,2nd,AI,Mass-Mailing
LD812,Ahmedabad,GHI University,1st,Data Science,Mass-Mailing
LD813,Delhi,ABC Institute,4th,AI,College Collaboration
LD814,Ahmedabad,DEF Academy,1st,Robotics,Whatsapp
LD815,Pune,PQR College,2nd,Web Development,Whatsapp
LD816,Delhi,ABC Institute,2nd,Robotics,Whatsapp
LD817,Ahmedabad,DEF Academy,1st,Web Development,College Collaboration
LD818,Pune,GHI University,4th,Web Development,College Collaboration
